RatingID,UserID,MovieID,Rating,Date,Time
71,SF_2410,2409,2.5,13/10/2024,4:32:50 AM
72,SF_1711,2636,1.3,23/07/2024,4:32:50 AM
73,SF_4157,3856,2.6,14/03/2024,4:32:50 AM
74,SF_5469,3845,2.0,6/08/2024,4:32:50 AM
75,SF_2959,3687,1.2,14/02/2024,4:32:50 AM
76,SF_5593,675,4.0,9/01/2024,4:32:50 AM
77,SF_2324,3848,2.7,30/04/2024,4:32:50 AM
78,SF_1262,1643,2.7,28/02/2024,4:32:50 AM
79,SF_5657,1930,1.5,19/09/2024,4:32:50 AM
80,SF_5631,923,5.0,8/04/2024,4:32:50 AM
81,SF_1758,3023,4.2,3/11/2024,4:32:50 AM
82,SF_798,3457,2.7,24/05/2024,4:32:50 AM
83,SF_3410,1980,3.0,24/03/2024,4:32:50 AM
84,SF_5970,3496,4.7,16/04/2024,4:32:50 AM
85,SF_817,3677,4.2,8/09/2024,4:32:50 AM
86,SF_4563,295,3.4,23/11/2024,4:32:50 AM
87,SF_4523,2248,3.4,4/10/2024,4:32:50 AM
88,SF_5328,1084,4.9,21/10/2024,4:32:50 AM
89,SF_3294,1754,3.9,18/04/2024,4:32:50 AM
90,SF_4900,3588,4.2,17/04/2024,4:32:50 AM
91,SF_574,3143,1.4,4/07/2024,4:32:50 AM
92,SF_2921,1354,4.7,23/05/2024,4:32:50 AM
93,SF_2088,665,4.3,18/11/2024,4:32:50 AM
94,SF_4333,815,3.3,19/09/2024,4:32:50 AM
95,SF_5850,2922,2.5,26/04/2024,4:32:50 AM
96,SF_1893,1816,2.9,22/06/2024,4:32:50 AM
97,SF_4575,1610,2.3,9/10/2024,4:32:50 AM
98,SF_3654,3668,4.9,26/07/2024,4:32:50 AM
99,SF_2561,3270,1.5,30/06/2024,4:32:50 AM
100,SF_5338,1163,1.8,25/05/2024,4:32:50 AM
101,SF_2729,933,2.9,2/12/2024,4:32:50 AM
102,SF_1187,3448,3.9,30/12/2023,4:32:50 AM
103,SF_2969,2348,3.7,14/07/2024,4:32:50 AM
104,SF_4965,1002,1.7,3/03/2024,4:32:50 AM
105,SF_3953,1523,2.0,18/11/2024,4:32:50 AM
106,SF_3712,365,2.2,28/09/2024,4:32:50 AM
107,SF_2982,1981,1.6,16/10/2024,4:32:50 AM
108,SF_3963,3156,4.6,14/09/2024,4:32:50 AM
109,SF_3845,2669,1.2,29/09/2024,4:32:50 AM
110,SF_2408,1397,3.1,31/07/2024,4:32:50 AM
111,SF_543,988,2.5,7/01/2024,4:32:50 AM
112,SF_247,2995,1.8,16/01/2024,4:32:50 AM
113,SF_5742,1032,1.5,27/06/2024,4:32:50 AM
114,SF_5625,3320,3.2,5/05/2024,4:32:50 AM
115,SF_4557,3158,2.5,10/10/2024,4:32:50 AM
116,SF_4287,2385,5.0,1/10/2024,4:32:50 AM
117,SF_3177,1415,2.3,15/10/2024,4:32:50 AM
118,SF_1122,1727,4.1,29/08/2024,4:32:50 AM
119,SF_2463,134,1.6,1/04/2024,4:32:50 AM
120,SF_983,3511,3.9,4/11/2024,4:32:50 AM
121,SF_1768,3728,2.9,23/07/2024,4:32:50 AM
122,SF_1228,3796,3.6,5/06/2024,4:32:50 AM
123,SF_4444,1891,2.5,10/02/2024,4:32:50 AM
124,SF_2642,2121,4.2,5/05/2024,4:32:50 AM
125,SF_13,2817,2.9,24/05/2024,4:32:50 AM
126,SF_4555,1911,2.2,24/03/2024,4:32:50 AM
127,SF_3657,1147,4.5,29/06/2024,4:32:50 AM
128,SF_1147,1630,1.4,17/05/2024,4:32:50 AM
129,SF_1181,773,1.5,1/06/2024,4:32:50 AM
130,SF_1345,1222,3.1,6/06/2024,4:32:50 AM
131,SF_4644,264,2.7,18/10/2024,4:32:50 AM
132,SF_2392,1309,4.9,15/05/2024,4:32:50 AM
133,SF_159,148,3.1,2/09/2024,4:32:50 AM
134,SF_2922,1186,4.1,6/03/2024,4:32:50 AM
135,SF_4416,1633,1.7,16/11/2024,4:32:50 AM
136,SF_619,2569,3.5,22/10/2024,4:32:50 AM
137,SF_5183,896,1.4,22/01/2024,4:32:50 AM
138,SF_4615,3446,4.0,24/06/2024,4:32:50 AM
139,SF_3738,2131,4.6,7/08/2024,4:32:50 AM
140,SF_2135,3534,1.9,31/05/2024,4:32:50 AM
141,SF_3510,2827,2.1,17/02/2024,4:32:50 AM
142,SF_5834,2650,4.7,17/05/2024,4:32:50 AM
143,SF_822,2767,3.0,25/09/2024,4:32:50 AM
144,SF_4725,2623,1.6,21/08/2024,4:32:50 AM
145,SF_586,2044,2.9,1/04/2024,4:32:50 AM
146,SF_1997,546,1.8,29/04/2024,4:32:50 AM
147,SF_4572,2915,2.3,4/05/2024,4:32:50 AM
148,SF_5189,3732,1.7,28/06/2024,4:32:50 AM
149,SF_463,2172,3.7,5/07/2024,4:32:50 AM
150,SF_3696,467,2.3,28/07/2024,4:32:50 AM
151,SF_2315,959,3.3,4/07/2024,4:32:50 AM
152,SF_771,2698,2.9,18/01/2024,4:32:50 AM
153,SF_2930,1238,3.8,10/04/2024,4:32:50 AM
154,SF_3271,3866,4.3,2/06/2024,4:32:50 AM
155,SF_606,3544,1.3,6/10/2024,4:32:50 AM
156,SF_1491,834,2.9,14/05/2024,4:32:50 AM
157,SF_4637,9,3.5,27/01/2024,4:32:50 AM
158,SF_2137,2758,2.4,2/05/2024,4:32:50 AM
159,SF_786,2683,3.5,1/01/2024,4:32:50 AM
160,SF_2114,1859,3.9,15/12/2023,4:32:50 AM
161,SF_2671,642,2.2,15/12/2023,4:32:50 AM
162,SF_1696,213,3.7,29/04/2024,4:32:50 AM
163,SF_347,3591,1.1,16/04/2024,4:32:50 AM
164,SF_796,3774,1.2,27/04/2024,4:32:50 AM
165,SF_37,603,1.7,23/02/2024,4:32:50 AM
166,SF_5226,1570,3.2,22/05/2024,4:32:50 AM
167,SF_3617,2943,2.4,12/03/2024,4:32:50 AM
168,SF_1920,1812,4.6,12/08/2024,4:32:50 AM
169,SF_2968,442,4.7,2/08/2024,4:32:50 AM
170,SF_619,1129,3.4,17/11/2024,4:32:50 AM
171,SF_2435,2018,1.2,25/12/2023,4:32:50 AM
172,SF_1395,293,3.9,10/03/2024,4:32:50 AM
173,SF_5665,3070,4.2,28/06/2024,4:32:50 AM
174,SF_4367,904,3.7,22/04/2024,4:32:50 AM
175,SF_1552,2707,2.3,26/07/2024,4:32:50 AM
176,SF_1822,82,1.8,29/09/2024,4:32:50 AM
177,SF_333,3510,1.8,2/11/2024,4:32:50 AM
178,SF_4243,358,1.0,18/03/2024,4:32:50 AM
179,SF_1076,691,2.0,15/06/2024,4:32:50 AM
180,SF_766,3058,3.4,4/03/2024,4:32:50 AM
181,SF_5052,2172,2.8,21/09/2024,4:32:50 AM
182,SF_4293,2615,3.4,3/04/2024,4:32:50 AM
183,SF_5657,2966,3.7,8/02/2024,4:32:50 AM
184,SF_2121,2409,2.6,10/05/2024,4:32:50 AM
185,SF_2596,492,4.3,10/01/2024,4:32:50 AM
186,SF_319,3899,3.9,12/01/2024,4:32:50 AM
187,SF_4086,1280,2.0,16/12/2023,4:32:50 AM
188,SF_1246,3480,3.9,27/01/2024,4:32:50 AM
189,SF_4562,657,3.3,25/01/2024,4:32:50 AM
190,SF_1510,1054,3.7,9/04/2024,4:32:50 AM
191,SF_1567,1268,3.7,12/10/2024,4:32:50 AM
192,SF_5366,584,4.4,24/03/2024,4:32:50 AM
193,SF_4009,3003,4.9,1/10/2024,4:32:50 AM
194,SF_45,3006,1.7,25/07/2024,4:32:50 AM
195,SF_3697,1175,3.1,11/05/2024,4:32:50 AM
196,SF_1134,3226,2.5,26/01/2024,4:32:50 AM
197,SF_4966,3828,1.9,23/01/2024,4:32:50 AM
198,SF_5442,321,1.4,14/08/2024,4:32:50 AM
199,SF_3997,671,1.2,8/08/2024,4:32:50 AM
200,SF_1861,1986,1.2,3/07/2024,4:32:50 AM
201,SF_3246,3254,3.6,26/09/2024,4:32:50 AM
202,SF_3050,2787,3.9,17/10/2024,4:32:50 AM
203,SF_2282,2500,1.0,29/02/2024,4:32:50 AM
204,SF_4651,1651,3.6,30/03/2024,4:32:50 AM
205,SF_2351,628,4.6,20/12/2023,4:32:50 AM
206,SF_4006,403,3.3,7/12/2024,4:32:50 AM
207,SF_3897,1952,1.9,5/07/2024,4:32:50 AM
208,SF_4108,978,2.5,16/04/2024,4:32:50 AM
209,SF_4570,1180,3.7,23/11/2024,4:32:50 AM
210,SF_4881,531,3.2,7/08/2024,4:32:50 AM
211,SF_4268,1479,3.1,18/12/2023,4:32:50 AM
212,SF_3323,2452,4.6,7/07/2024,4:32:50 AM
213,SF_5802,766,3.3,2/06/2024,4:32:50 AM
214,SF_1135,2425,3.0,19/11/2024,4:32:50 AM
215,SF_4406,1989,1.7,24/02/2024,4:32:50 AM
216,SF_3299,581,4.0,7/06/2024,4:32:50 AM
217,SF_5794,3501,4.1,29/03/2024,4:32:50 AM
218,SF_4805,1322,3.8,13/07/2024,4:32:50 AM
219,SF_3182,3873,2.5,13/11/2024,4:32:50 AM
220,SF_3006,2125,3.3,19/02/2024,4:32:50 AM
221,SF_4672,2640,2.1,27/03/2024,4:32:50 AM
222,SF_2448,1140,4.3,25/02/2024,4:32:50 AM
223,SF_3422,888,1.7,2/12/2024,4:32:50 AM
224,SF_765,968,3.4,20/03/2024,4:32:50 AM
225,SF_4813,2938,4.2,8/03/2024,4:32:50 AM
226,SF_76,3126,1.9,28/11/2024,4:32:50 AM
227,SF_3750,2214,4.9,13/01/2024,4:32:50 AM
228,SF_2398,3812,3.5,1/02/2024,4:32:50 AM
229,SF_3877,3318,4.1,19/06/2024,4:32:50 AM
230,SF_3020,1601,1.0,2/07/2024,4:32:50 AM
231,SF_217,516,2.8,19/07/2024,4:32:50 AM
232,SF_169,56,4.8,19/12/2023,4:32:50 AM
233,SF_5127,2152,3.7,1/02/2024,4:32:50 AM
234,SF_4169,1364,3.9,23/08/2024,4:32:50 AM
235,SF_5902,3856,4.0,4/12/2024,4:32:50 AM
236,SF_2435,593,1.3,22/09/2024,4:32:50 AM
237,SF_567,2814,2.7,31/07/2024,4:32:50 AM
238,SF_4829,2017,2.5,15/01/2024,4:32:50 AM
239,SF_3454,1699,1.1,10/08/2024,4:32:50 AM
240,SF_167,181,2.6,9/02/2024,4:32:50 AM
241,SF_5578,366,3.0,21/10/2024,4:32:50 AM
242,SF_3418,2755,2.5,15/01/2024,4:32:50 AM
243,SF_8,3001,1.8,5/05/2024,4:32:50 AM
244,SF_1124,3712,2.1,20/01/2024,4:32:50 AM
245,SF_5823,1748,1.3,11/08/2024,4:32:50 AM
246,SF_592,2596,3.8,10/02/2024,4:32:50 AM
247,SF_614,3136,3.2,14/11/2024,4:32:50 AM
248,SF_1197,1482,2.8,5/02/2024,4:32:50 AM
249,SF_4928,1165,1.1,10/09/2024,4:32:50 AM
250,SF_274,342,1.7,25/02/2024,4:32:50 AM
251,SF_3808,2890,1.3,10/03/2024,4:32:50 AM
252,SF_3941,892,1.2,13/10/2024,4:32:50 AM
253,SF_1931,2842,3.2,26/01/2024,4:32:50 AM
254,SF_451,93,4.3,22/08/2024,4:32:50 AM
255,SF_4206,399,2.0,17/06/2024,4:32:50 AM
256,SF_3555,3115,4.7,1/01/2024,4:32:50 AM
257,SF_769,3718,4.6,16/07/2024,4:32:50 AM
258,SF_3311,2335,2.8,14/12/2023,4:32:50 AM
259,SF_2743,2619,2.9,17/01/2024,4:32:50 AM
260,SF_3907,1170,2.1,3/01/2024,4:32:50 AM
261,SF_5245,1424,2.1,21/02/2024,4:32:50 AM
262,SF_172,37,3.1,5/09/2024,4:32:50 AM
263,SF_5671,3778,3.1,25/08/2024,4:32:50 AM
264,SF_3506,3237,4.3,21/06/2024,4:32:50 AM
265,SF_26,2055,3.6,22/10/2024,4:32:50 AM
266,SF_3668,294,3.0,6/06/2024,4:32:50 AM
267,SF_1869,504,4.3,2/07/2024,4:32:50 AM
268,SF_4262,1961,2.2,15/08/2024,4:32:50 AM
269,SF_2429,943,2.4,13/07/2024,4:32:50 AM
270,SF_745,3744,4.1,12/02/2024,4:32:50 AM
271,SF_3279,3107,2.1,11/11/2024,4:32:50 AM
272,SF_977,2679,4.7,10/03/2024,4:32:50 AM
273,SF_64,3870,3.5,29/07/2024,4:32:50 AM
274,SF_438,241,2.0,30/08/2024,4:32:50 AM
275,SF_3658,3257,3.5,5/05/2024,4:32:50 AM
276,SF_1542,1434,4.6,7/09/2024,4:32:50 AM
277,SF_4372,3686,3.1,24/12/2023,4:32:50 AM
278,SF_120,1330,3.9,1/09/2024,4:32:50 AM
279,SF_4340,3549,1.7,28/12/2023,4:32:50 AM
280,SF_4862,3562,4.2,1/11/2024,4:32:50 AM
281,SF_2954,2022,3.0,21/06/2024,4:32:50 AM
282,SF_136,659,3.9,29/03/2024,4:32:50 AM
283,SF_3983,3282,2.7,19/01/2024,4:32:50 AM
284,SF_3205,2091,4.5,25/10/2024,4:32:50 AM
285,SF_1403,2542,1.9,17/01/2024,4:32:50 AM
286,SF_5840,3187,1.1,18/07/2024,4:32:50 AM
287,SF_1330,1768,1.9,24/09/2024,4:32:50 AM
288,SF_5658,1176,4.7,24/01/2024,4:32:50 AM
289,SF_540,3368,3.9,3/05/2024,4:32:50 AM
290,SF_3161,839,4.3,23/06/2024,4:32:50 AM
291,SF_89,962,3.6,3/01/2024,4:32:50 AM
292,SF_4228,8,2.7,7/09/2024,4:32:50 AM
293,SF_2905,1156,1.3,9/08/2024,4:32:50 AM
294,SF_616,31,1.2,23/05/2024,4:32:50 AM
295,SF_625,2761,4.3,3/02/2024,4:32:50 AM
296,SF_1080,1413,3.3,11/05/2024,4:32:50 AM
297,SF_1684,267,2.3,25/04/2024,4:32:50 AM
298,SF_2378,3376,2.6,20/05/2024,4:32:50 AM
299,SF_6028,765,2.8,29/07/2024,4:32:50 AM
300,SF_5279,1400,4.7,31/12/2023,4:32:50 AM
301,SF_942,1516,1.5,8/03/2024,4:32:50 AM
302,SF_5914,1733,2.6,22/07/2024,4:32:50 AM
303,SF_1146,75,1.0,24/05/2024,4:32:50 AM
304,SF_1108,3540,1.4,5/03/2024,4:32:50 AM
305,SF_5335,7,4.7,18/01/2024,4:32:50 AM
306,SF_4800,1307,4.8,27/12/2023,4:32:50 AM
307,SF_4960,3295,2.7,14/08/2024,4:32:50 AM
308,SF_78,959,1.2,25/06/2024,4:32:50 AM
309,SF_959,2433,4.3,26/12/2023,4:32:50 AM
310,SF_2522,3090,1.6,14/05/2024,4:32:50 AM
311,SF_5964,2403,1.2,5/09/2024,4:32:50 AM
312,SF_1377,922,2.0,16/09/2024,4:32:50 AM
313,SF_4114,1726,2.2,29/05/2024,4:32:50 AM
314,SF_1652,3009,2.4,8/01/2024,4:32:50 AM
315,SF_1419,2472,4.2,1/01/2024,4:32:50 AM
316,SF_2775,1814,2.4,6/12/2024,4:32:50 AM
317,SF_932,3814,2.6,6/05/2024,4:32:50 AM
318,SF_1518,352,1.7,19/06/2024,4:32:50 AM
319,SF_3877,3049,3.7,30/10/2024,4:32:50 AM
320,SF_4388,2554,2.0,28/10/2024,4:32:50 AM
321,SF_3928,3652,2.2,20/06/2024,4:32:50 AM
322,SF_3939,2976,1.3,2/07/2024,4:32:50 AM
323,SF_620,2750,3.2,10/12/2024,4:32:50 AM
324,SF_2059,1871,3.1,6/12/2024,4:32:50 AM
325,SF_779,2642,4.7,10/01/2024,4:32:50 AM
326,SF_1378,3814,3.1,18/08/2024,4:32:50 AM
327,SF_465,3379,4.6,22/10/2024,4:32:50 AM
328,SF_483,2664,2.1,13/07/2024,4:32:50 AM
329,SF_3804,1246,4.9,19/03/2024,4:32:50 AM
330,SF_1311,2500,3.6,27/11/2024,4:32:50 AM
331,SF_4931,2337,2.4,8/03/2024,4:32:50 AM
332,SF_2019,2950,4.9,30/08/2024,4:32:50 AM
333,SF_5229,1683,4.0,3/01/2024,4:32:50 AM
334,SF_5301,2210,3.1,11/05/2024,4:32:50 AM
335,SF_1609,237,2.2,10/04/2024,4:32:50 AM
336,SF_4599,888,5.0,14/04/2024,4:32:50 AM
337,SF_1450,2383,2.6,9/11/2024,4:32:50 AM
338,SF_4489,3084,4.2,10/05/2024,4:32:50 AM
339,SF_5215,3290,2.7,13/12/2023,4:32:50 AM
340,SF_3611,609,3.6,5/05/2024,4:32:50 AM
341,SF_3782,1059,4.3,16/12/2023,4:32:50 AM
342,SF_952,1499,1.3,21/05/2024,4:32:50 AM
343,SF_3067,164,3.2,21/03/2024,4:32:50 AM
344,SF_2762,743,2.9,17/02/2024,4:32:50 AM
345,SF_5981,3898,2.1,2/03/2024,4:32:50 AM
346,SF_1308,129,1.3,9/10/2024,4:32:50 AM
347,SF_5568,2788,4.4,27/08/2024,4:32:50 AM
348,SF_5577,1046,2.0,20/11/2024,4:32:50 AM
349,SF_4925,3411,1.1,5/12/2024,4:32:50 AM
350,SF_3883,1025,1.7,12/02/2024,4:32:50 AM
351,SF_3883,1005,4.9,30/12/2023,4:32:50 AM
352,SF_5139,3777,1.2,6/01/2024,4:32:50 AM
353,SF_5879,1804,2.8,24/09/2024,4:32:50 AM
354,SF_4652,24,3.5,8/11/2024,4:32:50 AM
355,SF_347,341,1.2,16/08/2024,4:32:50 AM
356,SF_5773,2014,3.0,3/05/2024,4:32:50 AM
357,SF_5791,2039,3.1,16/03/2024,4:32:50 AM
358,SF_2058,2771,3.1,8/05/2024,4:32:50 AM
359,SF_5145,1772,4.5,31/10/2024,4:32:50 AM
360,SF_1415,942,3.9,4/06/2024,4:32:50 AM
361,SF_2365,1853,3.6,3/08/2024,4:32:50 AM
362,SF_2025,2970,3.8,13/02/2024,4:32:50 AM
363,SF_3382,2060,3.7,5/04/2024,4:32:50 AM
364,SF_2394,2343,1.6,9/04/2024,4:32:50 AM
365,SF_2021,2032,1.9,26/03/2024,4:32:50 AM
366,SF_1593,542,1.7,10/10/2024,4:32:50 AM
367,SF_1137,319,5.0,10/01/2024,4:32:50 AM
368,SF_1844,1550,4.1,21/10/2024,4:32:50 AM
369,SF_2645,1156,2.3,30/04/2024,4:32:50 AM
370,SF_526,2472,2.0,2/05/2024,4:32:50 AM
371,SF_2024,402,2.5,16/10/2024,4:32:50 AM
372,SF_5662,1055,2.8,1/04/2024,4:32:50 AM
373,SF_5547,1281,4.3,10/08/2024,4:32:50 AM
374,SF_5093,1793,1.1,2/07/2024,4:32:50 AM
375,SF_3952,2326,4.9,21/12/2023,4:32:50 AM
376,SF_2073,3533,4.8,2/02/2024,4:32:50 AM
377,SF_3709,2404,2.4,20/01/2024,4:32:50 AM
378,SF_5055,3647,1.5,10/01/2024,4:32:50 AM
379,SF_2693,3131,3.3,14/03/2024,4:32:50 AM
380,SF_2115,1393,4.0,3/08/2024,4:32:50 AM
381,SF_3737,3025,4.8,19/02/2024,4:32:50 AM
382,SF_5620,1336,4.0,18/04/2024,4:32:50 AM
383,SF_3229,318,2.6,24/12/2023,4:32:50 AM
384,SF_1008,1353,1.2,16/01/2024,4:32:50 AM
385,SF_635,378,2.3,6/07/2024,4:32:50 AM
386,SF_2164,1426,2.4,10/04/2024,4:32:50 AM
387,SF_2161,3306,1.0,25/01/2024,4:32:50 AM
388,SF_5191,1741,4.5,14/12/2023,4:32:50 AM
389,SF_5051,887,2.1,22/05/2024,4:32:50 AM
390,SF_3103,621,3.8,27/06/2024,4:32:50 AM
391,SF_5094,3077,2.5,13/03/2024,4:32:50 AM
392,SF_4876,3926,3.6,16/03/2024,4:32:50 AM
393,SF_4982,3393,4.3,9/12/2024,4:32:50 AM
394,SF_2922,690,1.6,25/10/2024,4:32:50 AM
395,SF_4324,2369,4.1,14/05/2024,4:32:50 AM
396,SF_2479,2893,3.0,16/09/2024,4:32:50 AM
397,SF_4915,1987,1.6,24/08/2024,4:32:50 AM
398,SF_3998,3428,3.6,24/01/2024,4:32:50 AM
399,SF_2866,3305,2.0,24/04/2024,4:32:50 AM
400,SF_5290,2052,4.6,19/02/2024,4:32:50 AM
401,SF_1213,552,3.3,15/03/2024,4:32:50 AM
402,SF_5304,1985,3.1,29/01/2024,4:32:50 AM
403,SF_1873,875,1.1,28/03/2024,4:32:50 AM
404,SF_749,1204,3.0,29/01/2024,4:32:50 AM
405,SF_5775,479,1.1,7/07/2024,4:32:50 AM
406,SF_4779,1722,3.1,15/10/2024,4:32:50 AM
407,SF_3757,2459,1.9,30/08/2024,4:32:50 AM
408,SF_569,3835,4.8,24/05/2024,4:32:50 AM
409,SF_4175,1262,4.2,4/11/2024,4:32:50 AM
410,SF_3826,2328,2.7,28/10/2024,4:32:50 AM
411,SF_875,2977,2.0,12/06/2024,4:32:50 AM
412,SF_5042,2153,4.3,10/11/2024,4:32:50 AM
413,SF_934,3615,1.1,17/12/2023,4:32:50 AM
414,SF_3400,1764,3.7,24/11/2024,4:32:50 AM
415,SF_5028,2236,1.8,3/07/2024,4:32:50 AM
416,SF_2057,232,1.8,16/04/2024,4:32:50 AM
417,SF_163,2816,4.7,30/05/2024,4:32:50 AM
418,SF_732,3129,5.0,30/11/2024,4:32:50 AM
419,SF_5683,2474,2.2,8/04/2024,4:32:50 AM
420,SF_3331,2659,3.8,28/02/2024,4:32:50 AM
421,SF_863,1360,1.6,3/01/2024,4:32:50 AM
422,SF_1233,2200,4.6,14/04/2024,4:32:50 AM
423,SF_5419,3922,3.2,23/08/2024,4:32:50 AM
424,SF_2250,2477,1.3,2/04/2024,4:32:50 AM
425,SF_4085,1566,1.3,6/04/2024,4:32:50 AM
426,SF_2819,872,4.6,2/02/2024,4:32:50 AM
427,SF_5929,3256,1.5,2/01/2024,4:32:50 AM
428,SF_1109,1693,1.7,21/08/2024,4:32:50 AM
429,SF_759,3077,3.6,17/11/2024,4:32:50 AM
430,SF_1193,2472,1.7,25/01/2024,4:32:50 AM
431,SF_723,725,3.8,21/01/2024,4:32:50 AM
432,SF_3063,118,2.0,19/04/2024,4:32:50 AM
433,SF_5401,2374,4.5,6/06/2024,4:32:50 AM
434,SF_4899,47,2.3,3/05/2024,4:32:50 AM
435,SF_3227,802,3.8,20/01/2024,4:32:50 AM
436,SF_3817,3583,2.9,2/01/2024,4:32:50 AM
437,SF_616,3348,2.5,10/03/2024,4:32:50 AM
438,SF_2574,1136,3.0,27/03/2024,4:32:50 AM
439,SF_2973,2697,1.1,13/07/2024,4:32:50 AM
440,SF_5152,2282,4.8,28/01/2024,4:32:50 AM
441,SF_5509,2779,2.8,23/06/2024,4:32:50 AM
442,SF_249,1543,3.5,5/08/2024,4:32:50 AM
443,SF_2659,1917,4.4,13/06/2024,4:32:50 AM
444,SF_5465,388,2.8,2/06/2024,4:32:50 AM
445,SF_1091,3559,1.9,18/08/2024,4:32:50 AM
446,SF_1587,2826,1.7,4/03/2024,4:32:50 AM
447,SF_310,2956,4.6,16/05/2024,4:32:50 AM
448,SF_340,968,3.9,16/12/2023,4:32:50 AM
449,SF_5631,5,3.5,17/12/2023,4:32:50 AM
450,SF_825,3703,3.4,29/11/2024,4:32:50 AM
451,SF_4183,2829,1.3,9/04/2024,4:32:50 AM
452,SF_1456,133,1.7,3/08/2024,4:32:50 AM
453,SF_4860,211,1.5,9/11/2024,4:32:50 AM
454,SF_1431,3671,4.5,14/03/2024,4:32:50 AM
455,SF_2021,2562,4.7,10/11/2024,4:32:50 AM
456,SF_3489,3932,1.4,19/03/2024,4:32:50 AM
